 -> 1
72-seater -> 3
72-skier -> 1
72-soldier -> 1
72-square-kilometer -> 2
72-square-meter -> 4
72-test -> 3
72-tierother -> 1
72-yarder -> 4
72.5-square-kilometer -> 1
72.6-kilometer -> 1
72.65-kilometer -> 1
72.8-meter -> 1
720,000-square-meter -> 2
720-barrier -> 1
720-horsepower -> 1
720-kilometer -> 16
720-member -> 2
720-meter -> 6
720-passenger -> 1
720-square-meter -> 7
720.2-kilometer -> 1
7200-square-meter -> 1
722-square-kilometer -> 1
723-horsepower -> 1
723-kilometer -> 4
724-kilometer -> 3
724-kilometerlatest -> 1
724-member -> 1
725,000-kilometer -> 1
725,000-member -> 1
725,000-square-meter -> 1
725-horsepower -> 1
725-kilometer -> 7
725-member -> 1
725-million-guilder -> 1
725-square-meter -> 1
726-kilometer -> 1
726-member -> 1
727-kilometer -> 1
727-member -> 1
727-meter -> 1
727-passenger -> 1
728-square-kilometer -> 1
729-meter -> 1
729-passenger -> 1
7294-meter -> 1
72nd-richest -> 1
73,000-member -> 1
73,000-seater -> 1
73,000-square-kilometer -> 1
73,500-member -> 1
73,500-seater -> 1
73-cent-per -> 1
73-counter -> 1
73-homer -> 12
73-horsepower -> 2
73-kilometer -> 6
73-member -> 49
73-meter -> 22
73-million-member -> 2
73-passenger -> 1
73-per -> 1
73-player -> 3
73-seater -> 1
73-square-kilometer -> 3
73-square-meter -> 1
73-test -> 4
73-yarder -> 8
73.01-meter -> 1
73.34-meter -> 1
73.36-kilometer -> 1
73.5-meter -> 2
730,000-member -> 1
730-footer -> 1
730-kilometer -> 7
730-member -> 5
730-meter -> 4
730-passenger -> 1
730-square-kilometer -> 1
730.22-meter -> 1
731-kilometer -> 1
732-kilometer -> 1
732-member -> 32
732-meter -> 2
732.2-meter -> 1
733-kilometer -> 1
733-square-meter -> 1
734-kilometer -> 1
735-kilometer -> 3
735-meter -> 2
735.53-meter -> 1
736-kilometer -> 3
736-member -> 12
736-meter -> 1
736-passenger -> 2
737,000-member -> 1
737-800passenger -> 1
737-passenger -> 1
737aper -> 1
738-chamber -> 1
738-member -> 3
739-kilometer -> 1
739-member -> 1
739-meter -> 2
73rd-fastest -> 1
73rd-largest -> 2
74,000-kilometer -> 2
74,000-member -> 2
74,000-seater -> 2
74,014-kilometer -> 1
74,400-square-kilometer -> 1
74-centimeter -> 5
74-chapter -> 1
74-cubic-meter -> 1
74-footer -> 1
74-horsepower -> 1
74-kilometer -> 6
74-member -> 25
74-meter -> 10
74-passenger -> 2
74-per -> 1
74-pounderupper -> 1
74-seater -> 1
74-square-meter -> 5
74-test -> 4
74-yarder -> 6
74.06-meter -> 1
74.1-meter -> 1
74.4-kilometer -> 1
74.4-per -> 1
74.5-meter -> 1
740,000-square-meter -> 1
740-kilometer -> 10
740-member -> 1
740-meter -> 1
740-passenger -> 1
740-square-meter -> 6
742-kilometer -> 8
743,000-square-meter -> 2
743,200-square-meter -> 1
743-square-meter -> 3
744-kilometer -> 1
745-kilometer -> 11
745-square-kilometer -> 2
746-kilometer -> 1
746-member -> 1
7460-kilometer -> 1
747-as-rollercoaster -> 1
747-kilometer -> 3
747-passenger -> 1
747-square-meter -> 1
748-kilometer -> 1
748-meter -> 1
749-member -> 1
74career -> 1
74th-best -> 1
74th-highest -> 1
74th-largest -> 1
74th-richest -> 1
75,000-a-passenger -> 1
75,000-horsepower -> 1
75,000-kilometer -> 1
75,000-letter -> 2
75,000-liter -> 1
75,000-literfurther -> 1
75,000-member -> 18
75,000-seater -> 3
75,000-square-meter -> 1
75,000-volunteer -> 1
75,300-kilometer -> 2
75-and-older -> 3
75-and-over -> 2
75-by-100-centimeter -> 1
75-centiliter -> 4
75-centimeter -> 20
75-foot-water -> 1
75-footer -> 3
75-horsepower -> 12
75-kilometer -> 43
75-kroner -> 1
75-liter -> 2
75-member -> 146
75-meter -> 55
75-milimeter -> 1
75-milliliter -> 1
75-millimeter -> 5
75-millimeter-caliber -> 2
75-million-guilder -> 1
75-million-member -> 3
75-officer -> 1
75-or-lower -> 1
75-passenger -> 1
75-per -> 1
75-per-order -> 1
75-player -> 4
75-seater -> 4
75-square-kilometer -> 3
75-square-meter -> 3
75-test -> 3
75-to-100-liter -> 1
75-to-86-seater -> 1
75-under -> 2
75-yarder -> 1
75.20-meter -> 1
75.29-meter -> 1
75.5-cents-per -> 1
75.6-kilometer -> 1
75.6-meter -> 1
75.71-kilometer -> 1
75.9-meter -> 1
750,000-consumer -> 1
750,000-kroner -> 1
750,000-member -> 21
750,000-voter -> 1
750-centimeter -> 1
750-homer -> 1
750-horsepower -> 22
750-kilometer -> 37
750-liter -> 3
750-member -> 35
750-meter -> 24
750-millileter -> 2
750-milliliter -> 113
750-millilter -> 1
750-millimeter -> 2
750-milliter -> 2
750-passenger -> 6
750-soldier -> 3
750-square-kilometer -> 5
750-square-meter -> 5
750-worker -> 1
751-member -> 2
752-pager -> 1
754-member -> 1
755,000-member -> 1
755-homer -> 1
755-kilometer -> 1
755-member -> 1
755-meter -> 1
756-kilometer -> 2
756-passenger -> 1
757,000-liter -> 2
757,060-liter -> 1
757-liter -> 1
757-meter -> 1
759-kilometer -> 1
75per -> 1
75th-richest -> 1
76,000-member -> 4
76,000-square-meter -> 1
76,500-square-meter -> 1
76-by-100-centimeter -> 1
76-by-122-centimeter -> 1
76-by-66-centimeter -> 1
76-centimeter -> 32
76-horsepower -> 4
76-kilimeter -> 1
76-kilometer -> 13
76-lawyer -> 1
76-liter -> 2
76-member -> 69
76-meter -> 23
76-milimeter -> 1
76-millimeter -> 13
76-million-member -> 3
76-passenger -> 3
76-per -> 1
76-player -> 7
76-seater -> 5
76-test -> 7
76-under -> 1
76-yarder -> 2
76.2-centimeter -> 3
76.2-kilometer -> 3
76.2-meter -> 1
76.3-meter -> 1
76.34-meter -> 1
76.5-square-meter -> 1
76.7-square-kilometer -> 1
760,845-liter -> 1
760-horsepower -> 1
760-kilometer -> 13
760-liter -> 1
760-member -> 3
760-meter -> 6
760-million-guilder -> 1
760-square-kilometer -> 1
761,000-liter -> 1
761-kilometer -> 1
761-passenger -> 2
7613-square-meter -> 1
762-member -> 1
762-meter -> 4
762-millimeter -> 1
7647-meter -> 1
765-kilometer -> 2
765-meter -> 3
765-square-meter -> 2
767-kilometer -> 4
767-tanker -> 1
768-kilometer -> 1
768-member -> 1
76er -> 42
77,000-member -> 7
77,000-seater -> 1
77-centimeter -> 5
77-kilometer -> 27
77-member -> 34
77-memberother -> 1
77-meter -> 10
77-millimeter -> 1
77-million-member -> 44
77-over -> 1
77-per -> 2
77-per-test -> 1
77-percenter -> 1
77-player -> 3
77-seat-and-larger -> 1
77-square-meter -> 1
77-test -> 12
77-yarder -> 10
77.3-kilometer -> 1
77.5-centimeter -> 2
770-horsepower -> 1
770-kilometer -> 13
770-member -> 1
770-meter -> 1
770-passenger -> 2
770-square-meter -> 2
771-kilometer -> 1
772-kilometer -> 5
772-square-kilometer -> 1
773-kilometer -> 2
775-horsepower -> 1
775-kilometer -> 6
775-member -> 2
775-meter -> 1
775-square-kilometer -> 1
776-member -> 1
776-passenger -> 1
777-member -> 1
777-meter -> 1
777-square-kilometer -> 2
7770-square-kilometer -> 1
778-kilometer -> 2
778-member -> 2
77passenger -> 1
77th-best -> 1
77th-highest -> 1
77th-largest -> 1
78,000-kilometer -> 5
78,000-member -> 3
78,000-seater -> 2
78,000-square-meter -> 2
78-centimeter -> 4
78-golfer -> 1
78-horsepower -> 2
78-inch-diameter -> 1
78-kilogram-and-over -> 1
78-kilometer -> 28
78-member -> 33
78-meter -> 11
78-million-kilometer -> 1
78-million-member -> 3
78-passenger -> 8
78-percent-owner -> 1
78-player -> 29
78-seater -> 6
78-square-kilometer -> 3
78-test -> 7
78-under -> 1
78-yarder -> 6
78.41-meter -> 1
78.72-meter -> 1
78.8-pounder -> 1
78.9-kilometer -> 1
780,000-member -> 2
780-horsepower -> 1
780-kilometer -> 18
780-kilometercenter -> 1
780-member -> 4
780-meter -> 3
781-kilometer -> 5
783-member -> 1
784-member -> 2
784-square-meter -> 1
784.4-kilometer -> 1
785-kilometer -> 2
785-member -> 10
787-dreamliner -> 1
787-meter -> 1
7877-kilometer -> 1
789,000-member -> 1
78th-best -> 1
79,000-kroner -> 1
79,000-square-meter -> 1
79,500-liter -> 1
79,920-square-meter -> 1
79-centimeter -> 3
79-kilometer -> 13
79-member -> 24
79-meter -> 8
79-meter-diameter -> 1
79-passenger -> 3
79-player -> 6
79-rider -> 1
79-seater -> 1
79-square-kilometer -> 1
79-square-meter -> 1
79-test -> 3
79-under -> 3
79-yarder -> 2
79.2-kilometer -> 1
79.5-meter -> 3
79.71-meter -> 1
79.80-meter -> 1
790-kilometer -> 3
790-meter -> 3
790-square-meter -> 3
79179der -> 1
792-kilometer -> 1
793-kilometer -> 1
794-kilometer -> 1
794-member -> 2
794-passenger -> 1
795,000-liter -> 1
795,000-square-kilometer -> 1
795-member -> 1
795-meter -> 1
796-member -> 4
796-passenger -> 1
797-member -> 1
798-kilometer -> 5
799-meter -> 1
79th-biggest -> 1
7\/89gest -> 1
7er -> 1
7heuher -> 1
7malthiest -> 1
7th-biggest -> 3
7th-grader -> 3
7th-largest -> 11
7th-richest -> 1
7th-row-center -> 1
7ver -> 1
8,000-a-theater -> 1
8,000-barrier -> 1
8,000-broker -> 1
8,000-character -> 1
8,000-container -> 1
8,000-cubic-meter -> 1
8,000-horsepower -> 2
8,000-kilometer -> 47
8,000-kroner -> 1
8,000-liter -> 1
8,000-member -> 134
8,000-meter -> 46
8,000-officer -> 1
8,000-peacekeeper -> 1
8,000-seater -> 2
8,000-soldier -> 4
8,000-square-kilometer -> 3
8,000-square-meter -> 11
8,011-meter -> 1
8,012-meter -> 3
8,021-meter -> 2
8,027-meter -> 1
8,034-meter -> 2
8,035-meter -> 1
8,045-kilometer -> 5
8,046-meter -> 2
8,047-meter -> 5
8,050-kilometer -> 1
8,060-square-meter -> 2
8,068-meter -> 3
8,086-meter -> 1
8,089-meter -> 1
8,091-meter -> 21
8,100-member -> 2
8,100-square-meter -> 3
8,125-meter -> 10
8,126-meter -> 2
8,135-kilometer -> 1
8,153-meter -> 2
8,156-meter -> 1
8,162-meter -> 1
8,163-meter -> 15
8,164-meter -> 3
8,167-meter -> 18
8,172-meter -> 1
8,200-member -> 2
8,200-meter -> 3
8,200-square-meter -> 1
8,201-meter -> 12
8,230-meter -> 1
8,234-kilometer -> 1
8,252-meter -> 1
8,271-square-kilometer -> 1
8,290-square-kilometer -> 1
8,300-member -> 7
8,300-meter -> 2
8,351-member -> 1
8,361-square-meter -> 1
8,370-square-meter -> 2
8,400-member -> 4
8,400-meter -> 1
8,408-meter -> 1
8,413-meter -> 1
8,419-kilometer -> 1
8,431-square-meter -> 1
8,445-kilometer -> 1
8,448-meter -> 1
8,460-meter -> 1
8,463-meter -> 23
8,470-meter -> 1
8,475-meter -> 1
8,476-meter -> 1
8,500-character -> 1
8,500-kilometer -> 4
8,500-member -> 22
8,500-soldier -> 1
8,500-square-meter -> 5
8,500-worker -> 2
8,501-meter -> 1
8,511-meter -> 2
8,516-meter -> 12
8,534-meter -> 1
8,546.8-square-meter -> 1
8,560-meter -> 1
8,568-meter -> 2
8,586-meter -> 14
8,596-meter -> 1
8,597-meter -> 1
8,600-member -> 9
8,600-meter -> 2
8,600-square-kilometer -> 1
8,600-square-meter -> 1
8,600-worker -> 2
8,610-meter -> 1
8,611-meter -> 16
8,613-meter -> 1
8,616-meter -> 1
8,650-meter -> 1
8,67-meter -> 1
8,696-kilometer -> 1
8,700-member -> 6
8,700-meter -> 7
8,708-kilometer -> 1
8,708-meter -> 5
8,710-meter -> 6
8,710.5-meter -> 1
8,711-meter -> 2
8,737-kilometer -> 1
8,740-meter -> 1
8,796-meter -> 1
8,800-kilometer -> 2
8,800-member -> 7
8,800-meter -> 2
8,800-square-meter -> 2
8,839-meter -> 1
8,839.5-meter -> 9
8,840-meter -> 4
8,844-meter -> 1
8,844.43-meter -> 3
8,844.43-meterundercover -> 1
8,847-meter -> 4
8,847.73-meter -> 1
8,848-meter -> 93
8,848.13-meter -> 1
8,849.8-meter -> 1
8,850-kilometer -> 4
8,850-meter -> 47
8,851-kilometer -> 1
8,853-meter -> 2
8,855-meter -> 1
8,860-kilometer -> 1
8,880-square-kilometer -> 1
8,890-kilometer -> 3
8,900-kilometer -> 2
8,900-member -> 1
8,900-meter -> 1
8,900-square-meter -> 2
8,904-meter -> 1
8,910-square-meter -> 1
8,920-square-meter -> 1
8,948-meter -> 1
8,992-square-kilometer -> 1
8-0after -> 1
8-a-share-takeover -> 1
8-and-older -> 1
8-and-under -> 11
8-by-17-meter -> 1
8-by-8-meter -> 2
8-centimer -> 1
8-centimeter -> 37
8-character -> 2
8-cyclinder -> 2
8-cylinder -> 36
8-foot-diameter -> 7
8-footer -> 84
8-handicapper -> 3
8-horsepower -> 3
8-horsepowernine-member -> 1
8-inch-diameter -> 12
8-inch-wafer -> 4
8-incher -> 2
8-kilometer -> 126
8-klilometer -> 1
8-liner -> 2
8-liter -> 12
8-livier -> 1
8-master -> 1
8-member -> 46
8-meter -> 136
8-milliliter -> 3
8-millimeter -> 72
8-million-kilometer -> 1
8-million-member -> 3
8-nanometer -> 1
8-over -> 102
8-parameter -> 1
8-passenger -> 4
8-per -> 1
8-player -> 1
8-pointer -> 2
8-pound-test -> 2
8-pounder -> 7
8-power -> 2
8-quarter -> 1
8-seater -> 3
8-speaker -> 4
8-square-kilometer -> 8
8-square-meter -> 4
8-turnover -> 1
8-under -> 353
8-yarder -> 13
8.0-kilometer -> 1
8.0-liter -> 5
8.0-meter -> 1
8.05-meter -> 1
8.1-centimeter -> 1
8.1-kilometer -> 1
8.1-liter -> 7
8.1-meter -> 9
8.15-meter -> 1
8.2-by-15-meter -> 1
8.2-kilometer -> 2
8.2-meter -> 7
8.2-meter-diameter -> 2
8.23-meter -> 3
8.25-centimeter -> 1
8.29-meter -> 2
8.3-kilometer -> 3
8.3-liter -> 12
8.3-meter -> 4
8.3-square-kilometer -> 1
8.33-meter -> 1
8.34-meter -> 1
8.38-meter -> 1
8.4-kilometer -> 5
8.4-liter -> 7
8.4-meter -> 22
8.4-million-member -> 1
8.40-kroner -> 1
8.40-meter -> 1
8.42-kilometer -> 1
8.42-meter -> 1
8.5-kilometer -> 10
8.5-liter -> 1
8.5-meter -> 34
8.5-million-kilometer -> 1
8.5-million-member -> 6
8.5-square-kilometer -> 1
8.50-meter -> 3
8.52-meter -> 1
8.53-meter -> 3
8.53-million-kilometer -> 1
8.56-meter -> 1
8.6-kilometer -> 2
8.6-meter -> 1
8.6-million-member -> 2
8.60-meter -> 1
8.69-meter -> 1
8.7-centimeter -> 1
8.7-kilometer -> 3
8.7-liter -> 1
8.7-meter -> 5
8.7-million-liter -> 1
8.7-million-member -> 1
8.7-richter -> 1
8.75-square-meter -> 1
8.8-centimeter -> 1
8.8-kilometer -> 9
8.8-meter -> 9
8.8-square-kilometer -> 2
8.80-meter -> 3
8.84-meter -> 2
8.848-meter -> 2
8.85-kilometer -> 1
8.85-meter -> 1
8.89-centimer -> 1
8.89-centimeter -> 1
8.9-centimeter -> 10
8.9-kilometer -> 8
8.9-meter -> 2
8.90-meter -> 1
8.93-million-square-meter -> 1
8.95-meter -> 1
8.96-meter -> 3
80,00-seater -> 1
80,000-character -> 2
80,000-cubic-meter -> 1
80,000-kilometer -> 3
80,000-member -> 59
80,000-seater -> 31
80,000-square-kilometer -> 6
80,000-square-meter -> 7
80,242-seater -> 1
80,450-kilometer -> 1
80,500-square-meter -> 1
80-and-over -> 1
80-by-100-centimeter -> 1
80-centimeter -> 24
80-centimiter -> 1
80-character -> 2
80-cubic-centimeter -> 1
80-dancer -> 1
80-dealer -> 2
80-fighter -> 1
80-foot-diameter -> 1
80-footer -> 9
80-grit-sandpaper -> 1
80-horse-power -> 1
80-horsepower -> 14
80-kilometer -> 162
80-kilometerformer -> 1
80-kiometer -> 1
80-lawyer -> 2
80-liter -> 2
80-member -> 271
80-memberhighest -> 1
80-meter -> 149
80-milimeter -> 1
80-millimeter -> 7
80-million-subscriber -> 1
80-nanometer -> 3
80-officer -> 4
80-passenger -> 20
80-per -> 4
80-percent-lower -> 1
80-player -> 11
80-pound-test -> 1
80-pounder -> 1
80-seater -> 3
80-server -> 1
80-soldier -> 1
80-square-centimeter -> 1
80-square-kilometer -> 9
80-square-meter -> 8
80-test -> 8
80-u.s.-per-guest -> 1
80-under -> 1
80-whatever -> 1
80-yarder -> 6
80.04-meter -> 1
80.2-kilometer -> 1
80.4-kilometer -> 1
80.46-kilometer -> 1
80.5-kilometer -> 3
800,000-character -> 3
800,000-liter -> 1
800,000-member -> 30
800,000-square-meter -> 1
800,000-subscriber -> 1
800-4-cancer -> 1
800-computer -> 1
800-customer -> 2
800-driver -> 1
800-film-per -> 1
800-homer -> 1
800-horse-power -> 1
800-horsepower -> 24
800-kilometer -> 104
800-kilometerfurther -> 1
800-lawyer -> 2
800-liter -> 1
800-member -> 226
800-meter -> 382
800-meterother -> 1
800-milliliter -> 1
800-millimeter -> 2
800-million-consumer -> 3
800-million-guilder -> 2
800-million-liter -> 1
800-mter -> 2
800-nanometer -> 1
800-number -> 17
800-officer -> 1
800-or-so-passenger -> 1
800-order -> 1
800-pasenger -> 1
800-passenger -> 22
800-soldier -> 6
800-square-kilometer -> 12
800-square-meter -> 16
800-teu-container -> 1
800-theater -> 1
800-worker -> 5
8000-kilometer -> 1
800th-career -> 1
801.50-meter -> 1
802,500-liter -> 1
802-member -> 1
803-kilometer -> 1
804-kilometer -> 9
804-meter -> 1
804.5-kilometer -> 5
804.6-kilometer -> 2
804.8-kilometer -> 1
8047-meter -> 1
805-kilometer -> 21
808-kilometer -> 1
808-test -> 1
809-kilometer -> 1
80\/ladder -> 1
80per -> 1
80th-richest -> 1
81,000-kilometer -> 2
81,000-seater -> 2
81-centimeter -> 15
81-golfer -> 1
81-homer -> 2
81-horsepower -> 3
81-kilometer -> 9
81-lawyer -> 1
81-member -> 82
81-meter -> 17
81-milimiter -> 2
81-millimeter -> 15
81-over -> 1
81-page-paper -> 1
81-player -> 5
81-square-kilometer -> 1
81-square-meter -> 5
81-test -> 5
81-under -> 1
81-yarder -> 1
81.09-meter -> 1
81.2-centimeter -> 1
81.3-kilometer -> 1
81.40-meter -> 1
81.56-meter -> 1
81.6-kilometer -> 1
81.75-foot-diameter -> 1
81.8-kilometer -> 1
81.82-kilometer -> 1
810-member -> 1
810-meter -> 2
810-square-meter -> 7
8100-square-meter -> 1
812-kilometer -> 1
813-kilometer -> 1
813-meter -> 1
813-millimeter -> 1
813-square-meter -> 1
814-kilometer -> 1
814-meter -> 2
815-kilometer -> 1
815-member -> 2
8163-meter -> 1
8167-meter -> 1
817-kilometer -> 1
8172-meter -> 1
818-meter -> 1
818-square-meter -> 1
819-member -> 1
81st-best -> 1
82,000-member -> 2
82,000-square-kilometer -> 1
82,350-square-meter -> 1
82,500-member -> 1
82,500-seater -> 1
82-foot-diameter -> 2
82-footer -> 2
82-horsepower -> 1
82-kilometer -> 11
82-member -> 56
82-meter -> 16
82-milimeter -> 3
82-millimeter -> 15
82-officer -> 1
82-passenger -> 4
82-player -> 1
82-seater -> 1
82-square-kilometer -> 1
82-test -> 6
82-worker -> 1
82-yarder -> 1
82.04-meter -> 1
82.2-kilometer -> 1
82.3-kilometer -> 3
82.5-kilometer -> 1
82.5-meter -> 2
82.8-meter -> 2
820-kilometer -> 6
820-meter -> 1
820-square-meter -> 1
821-kilometer -> 1
822-member -> 4
823-kilometer -> 2
823-meter -> 1
825-horsepower -> 1
825-kilometer -> 1
825-meter -> 5
825-square-kilometer -> 2
826-kilometer -> 1
826-passenger -> 2
826.6-meter -> 1
827-kilometer -> 1
827-member -> 1
827-square-meter -> 1
828-meter -> 12
828-square-meter -> 1
829-member -> 1
82kg-brother -> 1
82nd-highest -> 1
83,000-kilometer -> 1
83,000-member -> 4
83,000-seater -> 5
83,500-square-meter -> 2
83-homer -> 1
83-kilometer -> 10
83-liter -> 1
83-member -> 76
83-meter -> 8
83-millimeter -> 2
83-player -> 1
83-pounder -> 1
83-seater -> 1
83-square-kilometer -> 6
83-test -> 1
83-yarder -> 2
83.25-meter -> 1
83.61-square-meter -> 1
83.63-meter -> 1
83.8-meter -> 2
830,000-member -> 2
830-kilometer -> 6
830-member -> 1
830-meter -> 2
830-passenger -> 1
831,000-member -> 2
831-meter -> 1
832-liter -> 1
832-member -> 1
832-meter -> 1
833,000-member -> 1
834-kilometer -> 1
835-kilometer -> 1
835-member -> 6
836-passenger -> 2
836-square-meter -> 3
837-kilometer -> 1
837-member -> 1
837-square-meter -> 1
838-meter -> 1
83rd-fastest -> 1
84,000-member -> 5
84,000-seater -> 2
84,745-seater -> 1
84-centimeter -> 5
84-homer -> 2
84-horsepower -> 1
84-kilometer -> 14
84-lawmaker -> 1
84-member -> 49
84-meter -> 14
84-passenger -> 11
84-per-test -> 1
84-player -> 3
84-pounder -> 1
84-seater -> 1
84-square-meter -> 2
84-test -> 1
84.1-meter -> 1
84.3-kilometer -> 1
84.6-meter -> 1
84.98-kilometer -> 1
840-denier -> 1
840-kilometer -> 4
840-meter -> 8
840-milliliter -> 1
840-passenger -> 7
840-square-kilometer -> 2
840-square-meter -> 1
842-member -> 1
842-meter -> 1
844-theater -> 1
845-kilometer -> 2
845-member -> 1
845-square-meter -> 1
846-meter -> 2
8463-meter -> 1
847-horsepower -> 1
847-kilometer -> 1
847-member -> 1
848-kilometer -> 2
848-meter -> 3
84est -> 1
84th-best -> 1
85,000-kilometer -> 2
85,000-member -> 16
85,000-per -> 1
85,000-square-kilometer -> 1
85,000-square-meter -> 2
85-and-older -> 6
85-and-over -> 14
85-by-115-centimeter -> 1
85-centimeter -> 5
85-footer -> 3
85-horsepower -> 5
85-kilometer -> 18
85-kilometer-per -> 1
85-letter -> 1
85-liter -> 1
85-member -> 55
85-meter -> 25
85-millimeter -> 5
85-million-kroner -> 1
85-officer -> 1
85-older -> 1
85-passenger -> 1
85-player -> 5
85-shooter -> 1
85-square-kilometer -> 1
85-test -> 3
85-yarder -> 1
85.1-centimeter -> 1
85.5-kilometer -> 1
85.5-meter -> 1
85.66-meter -> 1
85.9-cents-per -> 1
850,000-member -> 5
850-broker -> 1
850-cubic-centimeter -> 1
850-horsepower -> 7
850-kilometer -> 17
850-member -> 18
850-memberother -> 1
850-meter -> 17
850-millimeter-diameter -> 1
850-nanometer -> 1
850-passenger -> 9
850-soldier -> 2
850-square-kilometer -> 20
850-squre-kilometer -> 1
850-worker -> 1
851,715-liter -> 1
851-kilometer -> 1
851-member -> 2
8511-meter -> 1
8516-meter -> 1
852-kilometer -> 1
853-kilometer -> 1
855-kilometer -> 3
855-member -> 1
855-meter -> 1
856-kilometer -> 2
8560-meter -> 1
857-kilometer -> 1
858-kilometer -> 2
858-member -> 1
858-meter -> 2
8586-meter -> 1
859-kilometer -> 1
86,000-kilometer -> 1
86,000-member -> 4
86,600-voter -> 1
86-by-86-centimeter -> 1
86-centimeter -> 9
86-character -> 1
86-counter -> 1
86-kilometer -> 13
86-member -> 58
86-meter -> 6
86-passenger -> 1
86-per-test -> 1
86-player -> 2
86-rider -> 1
86-seater -> 1
86-test -> 3
86-under -> 1
86-yarder -> 3
86.5-kilometer -> 2
86.5-meter -> 1
86.7-meter -> 1
86.8-meter -> 1
86.85-kilogramer -> 1
86.9-meter -> 1
86.92-meter -> 1
860-kilometer -> 4
860-member -> 21
860-meter -> 3
861-member -> 1
862-per-theater -> 1
864-kilometer -> 1
864.9-kilometer -> 1
865-character -> 2
865-kilometer -> 3
865-member -> 1
865-meter -> 1
865-per-band-member -> 1
865-square-meter -> 1
866-member -> 1
867-kilometer -> 1
867-member -> 1
868-plus-member -> 1
869-member -> 1
86th-toughest -> 1
87,00-member -> 1
87,000-member -> 4
87-dealer -> 1
87-foot-diameter -> 1
87-kilometer -> 6
87-member -> 43
87-meter -> 13
87-millimeter -> 1
87-old-former -> 1
87-passenger -> 1
87-pounder -> 1
87-seater -> 1
87-test -> 2
87-under -> 1
87-yarder -> 1
87.3-kilometer -> 2
87.59-million-passenger -> 1
87.6-kilometer -> 1
87.8-kilometer -> 1
870-kilometer -> 3
870-member -> 2
871-kilometer -> 1
872-kilometer -> 3
873-meter -> 1
875,000-member -> 4
875-kilometer -> 1
875-nanometer -> 1
876-kilometer -> 3
877-kilometer -> 3
88,000-member -> 2
88,000-seater -> 1
88,200-member -> 1
88-career -> 1
88-centimeter -> 1
88-horsepower -> 3
88-inch-diameter -> 1
88-kilometer -> 17
88-layer -> 1
88-member -> 139
88-meter -> 14
88-mile-per -> 2
88-millimeter -> 11
88-parameter -> 1
88-passenger -> 1
88-player -> 4
88-seater -> 1
88-square-meter -> 4
88-test -> 1
88-under -> 1
88-yarder -> 3
88.1-meter -> 1
88.37-meter -> 1
88.4-kilometer -> 2
88.5-kilometer -> 4
88.5-meter -> 2
88.8-kilometer -> 1
88.88-meter -> 1
880,000-square-meter -> 1
880-horsepower -> 1
880-kilometer -> 8
880-meter -> 4
880-square-meter -> 1
881-kilometer -> 1
882nd-best -> 1
884-kilometer -> 1
884-member -> 1
8844-meter -> 1
8844.43-meter -> 3
8847-meter -> 1
8847.7-meter -> 1
8848-meter -> 7
8848.13-meter -> 1
885-kilometer -> 3
885-meter -> 1
886-meter -> 1
886.2-kilometer -> 2
888-kilometer -> 1
888-meter -> 1
888-number -> 3
8890-kilometer -> 1
88th-highest -> 1
88th-largest -> 2
88th-richest -> 1
89,000-member -> 2
89-79-centimeter -> 1
89-centimeter -> 1
89-kilometer -> 8
89-member -> 26
89-memberother -> 1
89-meter -> 3
89-player -> 1
89-runner -> 1
89-square-meter -> 1
89-test -> 4
89.07-meter -> 1
89.7-kilometer -> 1
89.72-meter -> 1
89.9-kilometer -> 2
890-barrier -> 1
890-kilometer -> 1
890-meter -> 1
890-square-meter -> 1
891-member -> 1
893-kilometer -> 1
894-square-kilometer -> 1
894.5-kilometer -> 1
895-kilometer -> 4
895-meter -> 2
896-kilometer -> 1
897,000-member -> 1
898-kilometer -> 4
898-passenger -> 1
898.7-kilometer -> 2
8992-square-kilometer -> 1
89er -> 1
89th-largest -> 2
8\/10-square-kilometer -> 1
8\/er -> 1
8\/her -> 1
8cmeer -> 1
8consider -> 1
8order -> 1
8tcfter -> 1
8th-best -> 1
8th-biggest -> 2
8th-fastest -> 1
8th-grader -> 7
8th-largest -> 5
8yanother -> 1
9,000-broker -> 1
9,000-chinese-character -> 1
9,000-horsepower -> 2
9,000-kilometer -> 18
9,000-liter -> 1
9,000-member -> 92
9,000-meter -> 10
9,000-millimeter -> 1
9,000-officer -> 3
9,000-soldier -> 2
9,000-square-kilometer -> 3
9,000-square-meter -> 14
9,000-teacher -> 1
9,000-voter -> 1
9,000-worker -> 1
9,029-member -> 1
9,043-kilometer -> 2
9,065-square-kilometerother -> 1
9,099-kilometer -> 1
9,100-kilometer -> 1
9,100-member -> 2
9,100-officer -> 3
9,102-kilometer -> 1
9,108-meter -> 1
9,113-member -> 1
9,144-meter -> 2
9,150-member -> 1
9,200-kilometer -> 1
9,200-member -> 2
9,200-officer -> 1
9,213-kilometer -> 1
9,240-square-meter -> 1
9,260-kilometer -> 2
9,270-kilometer -> 2
9,275-kilometer -> 1
9,288-kilometer -> 2
9,290-square-meter -> 5
9,300-member -> 12
9,300-officer -> 2
9,300-square-meter -> 7
9,397-kilometer -> 1
9,400-member -> 1
9,400-officer -> 1
9,400-square-meter -> 1
9,436-kilometer -> 3
9,500-container -> 1
9,500-member -> 10
9,500-soldier -> 2
9,500-square-meter -> 2
9,544-character -> 1
9,547-kilometer -> 1
